flight_id,airline_standard,source,destination,route,departure_time,arrival_time,duration_minutes,overnight_flight,time_anomaly,flight_id_conflict,flight_key
AI084,Air India,BOM,HYD,BOM → HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,75.0,False,False,False,FL0199
SJ228,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,227.0,False,False,False,FL0200
UK194,Vistara,CCU,BOM,CCU → BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,60.00495,False,False,False,FL0201
6F126,IndiGo,CCU,MAA,CCU → MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,78.0,False,False,False,FL0202
SJ052,SpiceJet,MAA,BLR,MAA → BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,97.0,False,False,False,FL0203
AI233,Air India,BLR,BOM,BLR → BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,108.0,False,False,False,FL0204
AI213,Air India,HYD,CCU,HYD → CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,71.0,False,False,False,FL0205
UK076,Vistara,MAA,CCU,MAA → CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,263.0,False,False,False,FL0206
SJ022,SpiceJet,DEL,BLR,DEL → BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,191.0,False,False,False,FL0207
SJ002,SpiceJet,DEL,BOM,DEL → BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,286.0,False,False,False,FL0208
AI163,Air India,HYD,MAA,HYD → MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,61.0,False,False,False,FL0209
UK229,Unknown,HYD,DEL,HYD → DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,257.0,False,False,False,FL0210
UK185,Vistara,DEL,MAA,DEL → MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,77.0,False,False,False,FL0211
6F029,IndiGo,BOM,BLR,BOM → BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,254.0,False,False,False,FL0212
6F056,IndiGo,BOM,MAA,BOM → MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,109.0,False,False,False,FL0213
AI062,Air India,MAA,DEL,MAA → DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,36.0,False,False,False,FL0214
UK034,Vistara,DEL,BLR,DEL → BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,204.0,False,False,False,FL0215
UK079,Vistara,DEL,BLR,DEL → BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,231.0,False,False,False,FL0216
AI135,Air India,BLR,BOM,BLR → BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,161.0,False,False,False,FL0217
SJ061,SpiceJet,MAA,BLR,MAA → BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,177.0,False,False,False,FL0218
AI047,Unknown,CCU,MAA,CCU → MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,47.0,False,False,False,FL0219
UK210,Vistara,DEL,CCU,DEL → CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,55.0,False,False,False,FL0220
AI088,Unknown,MAA,DEL,MAA → DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,216.0,False,False,False,FL0221
UK177,Vistara,DEL,HYD,DEL → HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,269.0,False,False,False,FL0222
AI128,Unknown,BOM,CCU,BOM → CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,236.0,False,False,False,FL0223
AI158,Air India,CCU,DEL,CCU → DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,177.0,False,False,False,FL0224
UK206,Vistara,MAA,BLR,MAA → BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,273.0,False,False,False,FL0225
SJ138,Unknown,BLR,BOM,BLR → BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,48.0,False,False,False,FL0226
AI034,Air India,DEL,BOM,DEL → BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,283.0,False,False,False,FL0227
AI012,Air India,BOM,CCU,BOM → CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,243.0,False,False,False,FL0228
6F083,IndiGo,BLR,DEL,BLR → DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,39.0,False,False,False,FL0229
SJ083,SpiceJet,MAA,BLR,MAA → BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,184.0,False,False,False,FL0230
SJ186,SpiceJet,CCU,DEL,CCU → DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,131.0,False,False,False,FL0231
UK001,Vistara,CCU,DEL,CCU → DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,85.0,False,False,False,FL0232
AI217,Air India,CCU,BLR,CCU → BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,137.0,False,False,False,FL0233
6F178,IndiGo,BOM,CCU,BOM → CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,263.0,False,False,False,FL0234
UK015,Vistara,BLR,BOM,BLR → BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,107.0,False,False,False,FL0235
AI112,Air India,DEL,BLR,DEL → BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,223.0,False,False,False,FL0236
UK100,Vistara,CCU,BLR,CCU → BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,152.0,False,False,False,FL0237
6F133,IndiGo,MAA,BLR,MAA → BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,107.0,False,False,False,FL0238
AI227,Air India,BLR,MAA,BLR → MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,226.0,False,False,False,FL0239
UK093,Vistara,HYD,CCU,HYD → CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,50.0,False,False,False,FL0240
UK203,Vistara,BLR,HYD,BLR → HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,72.0,False,False,False,FL0241
UK154,Vistara,MAA,HYD,MAA → HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,237.0,False,False,False,FL0242
UK073,Vistara,BLR,CCU,BLR → CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,250.0,False,False,False,FL0243
AI164,Air India,DEL,BLR,DEL → BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,108.0,False,False,False,FL0244
UK008,Vistara,CCU,BLR,CCU → BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,37.0,False,False,False,FL0245
UK051,Vistara,HYD,DEL,HYD → DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,180.0,False,False,False,FL0246
UK208,Vistara,DEL,CCU,DEL → CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,297.0,False,False,False,FL0247
AI150,Air India,BOM,DEL,BOM → DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,47.0,False,False,False,FL0248
AI189,Air India,CCU,DEL,CCU → DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0,False,False,False,FL0249
6F230,IndiGo,CCU,BLR,CCU → BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,193.0,False,False,False,FL0250
6F169,IndiGo,BOM,DEL,BOM → DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,279.0,False,False,False,FL0251
AI205,Air India,BLR,BOM,BLR → BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,108.0,False,False,False,FL0252
AI103,Air India,BLR,BOM,BLR → BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,38.0,False,False,False,FL0253
6F250,Unknown,DEL,BLR,DEL → BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,244.0,False,False,True,FL0254
AI246,Air India,BOM,BLR,BOM → BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,199.0,False,False,False,FL0255
6F187,IndiGo,BOM,MAA,BOM → MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,258.0,False,False,False,FL0256
AI082,Air India,DEL,CCU,DEL → CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0,False,False,False,FL0257
UK116,Vistara,CCU,BOM,CCU → BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,228.0,False,False,False,FL0258
SJ169,SpiceJet,BOM,MAA,BOM → MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,286.0,False,False,False,FL0259
AI175,Air India,BOM,HYD,BOM → HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,227.0,False,False,False,FL0260
SJ098,SpiceJet,HYD,MAA,HYD → MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,35.0,False,False,False,FL0261
SJ191,SpiceJet,BLR,BOM,BLR → BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,82.0,False,False,False,FL0262
SJ017,SpiceJet,DEL,MAA,DEL → MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,123.0,False,False,False,FL0263
UK188,Vistara,MAA,BLR,MAA → BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,49.0,False,False,False,FL0264
AI196,Air India,MAA,HYD,MAA → HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,93.0,False,False,False,FL0265
AI068,Air India,BOM,BLR,BOM → BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.00496666666666,False,False,False,FL0266
SJ097,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,170.0,False,False,False,FL0267
SJ030,SpiceJet,DEL,HYD,DEL → HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,43.0,False,False,False,FL0268
6F179,IndiGo,HYD,MAA,HYD → MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0,False,False,False,FL0269
6F156,IndiGo,MAA,BOM,MAA → BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,154.0,False,False,False,FL0270
6F250,Unknown,CCU,BLR,CCU → BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,33.0,False,False,True,FL0271
SJ057,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,192.0,False,False,False,FL0272
6F036,IndiGo,CCU,BLR,CCU → BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,283.0,False,False,False,FL0273
6F201,IndiGo,CCU,BOM,CCU → BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,280.0,False,False,False,FL0274
6F143,IndiGo,CCU,DEL,CCU → DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,239.0,False,False,False,FL0275
6F177,IndiGo,HYD,MAA,HYD → MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,142.0,False,False,False,FL0276
6F031,IndiGo,BOM,BLR,BOM → BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,277.0,False,False,False,FL0277
UK165,Vistara,DEL,BLR,DEL → BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,253.0,False,False,False,FL0278
6F122,IndiGo,DEL,BLR,DEL → BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,224.0,False,False,False,FL0279
AI009,Unknown,DEL,CCU,DEL → CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,154.0,False,False,False,FL0280
6F046,IndiGo,DEL,BLR,DEL → BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,221.0,False,False,False,FL0281
AI051,Air India,MAA,BLR,MAA → BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,55.0,False,False,False,FL0282
UK222,Vistara,BOM,CCU,BOM → CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,95.0,False,False,False,FL0283
SJ127,SpiceJet,BOM,DEL,BOM → DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,157.0,False,False,False,FL0284
AI226,Unknown,BLR,HYD,BLR → HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,169.0,False,False,False,FL0285
AI216,Air India,BOM,CCU,BOM → CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,84.0,False,False,False,FL0286
6F058,IndiGo,BOM,CCU,BOM → CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,149.0,False,False,False,FL0287
SJ207,SpiceJet,DEL,CCU,DEL → CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,193.0,False,False,False,FL0288
SJ198,SpiceJet,CCU,BOM,CCU → BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0,False,False,False,FL0289
SJ108,SpiceJet,BLR,HYD,BLR → HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,156.0,False,False,False,FL0290
SJ155,SpiceJet,DEL,CCU,DEL → CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,300.0,False,False,False,FL0291
6F193,IndiGo,BOM,MAA,BOM → MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,118.0,False,False,False,FL0292
6F019,IndiGo,BLR,BOM,BLR → BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,235.0,False,False,False,FL0293
AI102,Air India,CCU,BLR,CCU → BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,291.0,False,False,False,FL0294
6F166,IndiGo,BOM,CCU,BOM → CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,270.0,False,False,False,FL0295
UK175,Vistara,BLR,BOM,BLR → BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,202.0,True,False,False,FL0296
6F010,IndiGo,DEL,BLR,DEL → BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,231.0,True,False,False,FL0297
AI234,Air India,BOM,MAA,BOM → MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,104.0,True,False,False,FL0298
UK135,Vistara,HYD,DEL,HYD → DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,113.0,True,False,False,FL0299
6F272,Unknown,HYD,MAA,HYD → MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,True,False,False,FL0300
AI061,Air India,BOM,CCU,BOM → CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0,True,False,False,FL0301
6F070,IndiGo,HYD,DEL,HYD → DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,181.0,True,False,False,FL0302
AI015,Air India,BLR,CCU,BLR → CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,114.0,True,False,False,FL0303
SJ076,SpiceJet,DEL,MAA,DEL → MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,181.0,True,False,False,FL0304
SJ029,Unknown,HYD,DEL,HYD → DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,87.0,True,False,False,FL0305
SJ194,SpiceJet,CCU,DEL,CCU → DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,225.0,True,False,False,FL0306
AI235,Air India,BLR,HYD,BLR → HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,207.0,True,False,False,FL0307
SJ048,SpiceJet,MAA,BLR,MAA → BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,96.0,True,False,False,FL0308
SJ114,SpiceJet,HYD,DEL,HYD → DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,200.0,True,False,False,FL0309
SJ146,SpiceJet,HYD,BLR,HYD → BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0,True,False,False,FL0310
UK041,Vistara,HYD,MAA,HYD → MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,67.0,False,False,False,FL0312
6F075,IndiGo,BOM,CCU,BOM → CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,282.0,True,False,False,FL0313
SJ020,SpiceJet,BLR,BOM,BLR → BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,249.0,True,False,False,FL0314
SJ099,Unknown,MAA,BLR,MAA → BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,140.0,True,False,False,FL0315
6F078,IndiGo,BOM,CCU,BOM → CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,93.0,False,False,False,FL0316
UK219,Vistara,BOM,HYD,BOM → HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,258.0,True,False,False,FL0317
UK223,Vistara,CCU,DEL,CCU → DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,32.0,False,False,False,FL0318
UK227,Vistara,BOM,HYD,BOM → HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,230.0,True,False,False,FL0319
6F260,Unknown,CCU,DEL,CCU → DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,203.0,True,False,False,FL0320
AI096,Air India,CCU,DEL,CCU → DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,298.0,True,False,False,FL0321
6F022,IndiGo,MAA,BLR,MAA → BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,259.0,True,False,False,FL0322
6F237,IndiGo,HYD,MAA,HYD → MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,183.0,True,False,False,FL0323
UK146,Vistara,BOM,MAA,BOM → MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,148.0,True,False,False,FL0324
SJ015,SpiceJet,BOM,CCU,BOM → CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,72.0,False,False,False,FL0325
AI108,Air India,BLR,CCU,BLR → CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,165.0,True,False,False,FL0326
UK020,Vistara,MAA,BLR,MAA → BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,75.0,False,False,False,FL0327
6F113,IndiGo,BOM,CCU,BOM → CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,266.0,True,False,False,FL0328
6F112,IndiGo,HYD,DEL,HYD → DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,False,False,FL0329
6F246,IndiGo,HYD,DEL,HYD → DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,False,False,FL0330
UK158,Vistara,BOM,MAA,BOM → MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,33.0,False,False,False,FL0331
UK159,Vistara,CCU,BLR,CCU → BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,167.0,False,False,False,FL0332
UK084,Vistara,MAA,DEL,MAA → DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,216.0,True,False,False,FL0333
SJ206,SpiceJet,DEL,CCU,DEL → CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,278.0,True,False,False,FL0334
UK044,Vistara,BLR,BOM,BLR → BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,178.0,False,False,False,FL0335
SJ036,SpiceJet,DEL,HYD,DEL → HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,210.0,False,False,False,FL0336
6F176,IndiGo,CCU,DEL,CCU → DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,180.0,False,False,False,FL0337
6F148,IndiGo,CCU,BOM,CCU → BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,127.0,False,False,False,FL0338
6F202,IndiGo,HYD,BLR,HYD → BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,210.0,False,False,False,FL0339
6F071,IndiGo,DEL,CCU,DEL → CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,253.0,True,False,False,FL0340
AI105,Air India,CCU,DEL,CCU → DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,107.0,False,False,False,FL0341
AI241,Air India,HYD,BLR,HYD → BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,127.0,False,False,False,FL0342
SJ162,SpiceJet,DEL,HYD,DEL → HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,139.0,False,False,False,FL0343
6F003,IndiGo,HYD,BOM,HYD → BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,False,False,False,FL0344
6F249,IndiGo,HYD,BOM,HYD → BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,False,False,False,FL0345
AI237,Air India,BOM,CCU,BOM → CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,195.0,False,False,False,FL0346
SJ134,SpiceJet,BOM,CCU,BOM → CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,257.0,True,False,False,FL0347
AI071,Air India,BOM,MAA,BOM → MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,183.0,False,False,False,FL0348
6F118,IndiGo,CCU,HYD,CCU → HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,69.0,False,False,False,FL0349
6F014,IndiGo,DEL,MAA,DEL → MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,213.0,False,False,False,FL0350
6F065,IndiGo,MAA,BLR,MAA → BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,163.0,False,False,False,FL0351
6F271,Unknown,HYD,MAA,HYD → MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,199.0,False,False,False,FL0352
SJ070,SpiceJet,MAA,CCU,MAA → CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,113.0,False,False,False,FL0353
6F007,IndiGo,HYD,MAA,HYD → MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,59.0,False,False,False,FL0354
UK007,Vistara,DEL,HYD,DEL → HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,134.0,False,False,False,FL0355
SJ192,SpiceJet,HYD,BOM,HYD → BOM,2026-04-19 18:45:42.000,2026-04-18 23:45:42.000,300.0,False,True,False,FL0356
AI097,Air India,HYD,MAA,HYD → MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,292.0,False,False,False,FL0357
6F256,Unknown,BOM,CCU,BOM → CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,33.0,False,False,False,FL0358
UK047,Vistara,BLR,HYD,BLR → HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,245.0,False,False,False,FL0359
AI024,Air India,MAA,BOM,MAA → BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,67.0,False,False,False,FL0360
UK113,Vistara,CCU,DEL,CCU → DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,264.0,False,False,False,FL0361
SJ163,SpiceJet,DEL,HYD,DEL → HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,276.0,False,False,False,FL0362
SJ208,SpiceJet,DEL,HYD,DEL → HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,61.0,False,False,False,FL0363
SJ221,SpiceJet,MAA,HYD,MAA → HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,286.0,False,False,False,FL0364
SJ084,SpiceJet,HYD,MAA,HYD → MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,59.0,False,False,False,FL0365
6F127,IndiGo,HYD,BOM,HYD → BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,241.0,False,False,False,FL0366
AI122,Air India,BOM,CCU,BOM → CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,251.0,False,False,False,FL0367
AI139,Air India,HYD,MAA,HYD → MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,61.0,False,False,False,FL0368
UK149,Vistara,MAA,DEL,MAA → DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,286.0,False,False,False,FL0369
AI149,Air India,BOM,HYD,BOM → HYD,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,197.0,False,False,False,FL0370
SJ243,SpiceJet,BLR,DEL,BLR → DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,286.0,False,False,False,FL0371
AI053,Air India,CCU,DEL,CCU → DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,255.0,False,False,False,FL0372
UK061,Vistara,BLR,BOM,BLR → BOM,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,110.0,False,False,False,FL0373
SJ004,SpiceJet,MAA,DEL,MAA → DEL,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,189.0,False,False,False,FL0374
AI173,Air India,HYD,DEL,HYD → DEL,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,291.0,False,False,False,FL0375
6F085,IndiGo,HYD,MAA,HYD → MAA,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,120.00496666666666,False,False,False,FL0376
AI252,Unknown,HYD,DEL,HYD → DEL,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,264.0,False,False,False,FL0377
SJ109,SpiceJet,BOM,DEL,BOM → DEL,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,184.0,False,False,False,FL0378
UK123,Vistara,BOM,DEL,BOM → DEL,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,174.0,False,False,False,FL0379
6F125,IndiGo,BOM,CCU,BOM → CCU,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,244.0,False,False,False,FL0380
UK183,Vistara,BLR,CCU,BLR → CCU,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,83.0,False,False,False,FL0381
AI110,Air India,BOM,CCU,BOM → CCU,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,293.0,False,False,False,FL0382
UK105,Vistara,CCU,HYD,CCU → HYD,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,67.0,False,False,False,FL0383
6F128,IndiGo,HYD,DEL,HYD → DEL,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,67.0,False,False,False,FL0384
6F224,IndiGo,DEL,MAA,DEL → MAA,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,119.0,False,False,False,FL0385
SJ130,SpiceJet,BOM,DEL,BOM → DEL,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,240.0,False,False,False,FL0386
AI224,Air India,DEL,HYD,DEL → HYD,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,285.0,False,False,False,FL0387
SJ182,SpiceJet,CCU,BOM,CCU → BOM,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,48.0,False,False,False,FL0388
UK164,Vistara,BOM,HYD,BOM → HYD,2026-04-19 16:46:41.703,2026-04-19 21:10:41.703,264.0,False,False,False,FL0389
AI161,Air India,CCU,BOM,CCU → BOM,2026-04-19 16:40:41.703,2026-04-19 19:40:41.703,180.0,False,False,False,FL0390
6F206,IndiGo,DEL,BOM,DEL → BOM,2026-04-19 16:39:41.703,2026-04-19 20:59:41.703,260.0,False,False,False,FL0391
SJ204,SpiceJet,CCU,DEL,CCU → DEL,2026-04-19 16:34:41.703,2026-04-19 18:15:41.703,101.0,False,False,False,FL0392
AI206,Air India,CCU,MAA,CCU → MAA,2026-04-19 16:30:41.703,2026-04-19 20:01:41.703,211.0,False,False,False,FL0393
6F140,IndiGo,CCU,HYD,CCU → HYD,2026-04-19 16:30:41.702,2026-04-19 18:21:41.702,111.0,False,False,False,FL0394
6F253,Unknown,MAA,BLR,MAA → BLR,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,118.0,False,False,False,FL0395
SJ203,Unknown,DEL,HYD,DEL → HYD,2026-04-19 16:22:41.703,2026-04-19 18:27:41.703,125.0,False,False,False,FL0396
